@relation cities_greece-weka.filters.unsupervised.attribute.Remove-R1

@attribute Latitude numeric
@attribute Longitude numeric

@data
37516.6667,22300
37516.6667,22316.6667
37516.6667,22366.6667
37516.6667,22383.3333
37516.6667,22416.6667
37516.6667,22433.3333
37516.6667,22450
37516.6667,22583.3333
37516.6667,22700
37516.6667,22733.3333
37516.6667,22850
37516.6667,23083.3333
37516.6667,23100
37516.6667,23116.6667
37516.6667,23200
37516.6667,23283.3333
37516.6667,23300
37516.6667,23366.6667
37516.6667,23383.3333
37516.6667,26016.6667
37533.3333,21700
37533.3333,21733.3333
37533.3333,21750
37533.3333,21800
37533.3333,21816.6667
37533.3333,21850
37533.3333,21916.6667
37533.3333,21950
37533.3333,21983.3333
37533.3333,22016.6667
37533.3333,22266.6667
37533.3333,22283.3333
37533.3333,22316.6667
37533.3333,22350
37533.3333,22416.6667
37533.3333,22433.3333
37533.3333,22700
37533.3333,22716.6667
37533.3333,22883.3333
37533.3333,22916.6667
37533.3333,22966.6667
37533.3333,23083.3333
37533.3333,23133.3333
37533.3333,23150
37533.3333,23183.3333
37533.3333,23200
37533.3333,23233.3333
37533.3333,23283.3333
37533.3333,23350
37533.3333,25166.6667
37533.3333,26000
37550,21600
37550,21683.3333
37550,21783.3333
37550,21816.6667
37550,21866.6667
37550,21916.6667
37550,21933.3333
37550,21983.3333
37550,22083.3333
37550,22216.6667
37550,22283.3333
37550,22366.6667
37550,22416.6667
37550,22716.6667
37550,22850
37550,22866.6667
37550,22883.3333
37550,22916.6667
37550,22983.3333
37550,23116.6667
37550,23166.6667
37550,23200
37550,23366.6667
37550,26000
37550,26016.6667
37566.6667,21583.3333
37566.6667,21633.3333
37566.6667,21700
37566.6667,21750
37566.6667,21783.3333
37566.6667,21950
37566.6667,22033.3333
37566.6667,22383.3333
37566.6667,22466.6667
37566.6667,22683.3333
37566.6667,22800
37566.6667,22833.3333
37566.6667,23066.6667
37566.6667,23150
37566.6667,23250
37566.6667,25150
37566.6667,25166.6667
37566.6667,25183.3333
37566.6667,25200
37566.6667,26000
37566.6667,26116.6667
37583.3333,21566.6667
37583.3333,21616.6667
37583.3333,21666.6667
37583.3333,21733.3333
37583.3333,21816.6667
37583.3333,21866.6667
37583.3333,21916.6667
37583.3333,21950
37583.3333,21983.3333
37583.3333,22016.6667
37583.3333,22083.3333
37583.3333,22233.3333
37583.3333,22283.3333
37583.3333,22366.6667
37583.3333,22533.3333
37583.3333,22566.6667
37583.3333,22750
37583.3333,22883.3333
37583.3333,23166.6667
37583.3333,23233.3333
37583.3333,23383.3333
37583.3333,25150
37583.3333,25166.6667
37583.3333,25183.3333
37583.3333,25200
37583.3333,25216.6667
37583.3333,26016.6667
37583.3333,26233.3333
37600,21550
37600,21583.3333
37600,21683.3333
37600,21750
37600,21800
37600,21816.6667
37600,21866.6667
37600,21883.3333
37600,21900
37600,21916.6667
37600,21950
37600,21983.3333
37600,22033.3333
37600,22050
37600,22400
37600,22516.6667
37600,22683.3333
37600,22800
37600,22816.6667
37600,22833.3333
37600,22950
37600,22966.6667
37600,22983.3333
37600,23050
37600,23333.3333
37600,23350
37600,23366.6667
37600,24283.3333
37600,24300
37600,24333.3333
37600,25083.3333
37600,25133.3333
37600,25150
37600,25166.6667
37600,25183.3333
37600,26250
37616.6667,21516.6667
37616.6667,21600
37616.6667,21633.3333
37616.6667,21650
37616.6667,21700
37616.6667,21716.6667
37616.6667,21766.6667
37616.6667,21800
37616.6667,21833.3333
37616.6667,21866.6667
37616.6667,21900
37616.6667,21916.6667
37616.6667,21933.3333
37616.6667,22100
37616.6667,22216.6667
37616.6667,22333.3333
37616.6667,22433.3333
37616.6667,22466.6667
37616.6667,22550
37616.6667,22600
37616.6667,22666.6667
37616.6667,22766.6667
37616.6667,22800
37616.6667,22850
37616.6667,22983.3333
37616.6667,23000
37616.6667,23033.3333
37616.6667,23333.3333
37616.6667,23350
37616.6667,23400
37616.6667,24283.3333
37616.6667,25050
37616.6667,25116.6667
37616.6667,25133.3333
37616.6667,26183.3333
37628.6111,26791.3889
37633.3333,21500
37633.3333,21683.3333
37633.3333,21750
37633.3333,21833.3333
37633.3333,21850
37633.3333,21866.6667
37633.3333,21883.3333
37633.3333,21900
37633.3333,21933.3333
37633.3333,21950
37633.3333,21983.3333
37633.3333,22083.3333
37633.3333,22150
37633.3333,22166.6667
37633.3333,22300
37633.3333,22533.3333
37633.3333,22683.3333
37633.3333,22733.3333
37633.3333,22766.6667
37633.3333,22783.3333
37633.3333,22800
37633.3333,22816.6667
37633.3333,22933.3333
37633.3333,23066.6667
37633.3333,23083.3333
37633.3333,23116.6667
37633.3333,23150
37633.3333,23366.6667
37633.3333,24316.6667
37633.3333,24350
37633.3333,24383.3333
37633.3333,25033.3333
37633.3333,25050
37633.3333,26083.3333
37650,21316.6667
37650,21433.3333
37650,21500
37650,21533.3333
37650,21616.6667
37650,21633.3333
37650,21650
37650,21683.3333
37650,21700
37650,21733.3333
37650,21750
37650,21850
37650,21900
37650,21933.3333
37650,21950
37650,21983.3333
37650,22333.3333
37650,22416.6667
37650,22766.6667
37650,22800
37650,22816.6667
37650,22833.3333
37650,23066.6667
37650,23083.3333
37650,24100
37650,24300
37650,24383.3333
37650,25016.6667
37658.8889,26780.8333
37663.8889,26882.5
37666.6667,20816.6667
37666.6667,21316.6667
37666.6667,21533.3333
37666.6667,21550
37666.6667,21616.6667
37666.6667,21633.3333
37666.6667,21783.3333
37666.6667,21816.6667
37666.6667,21833.3333
37666.6667,21866.6667
37666.6667,21916.6667
37666.6667,21933.3333
37666.6667,22183.3333
37666.6667,22366.6667
37666.6667,22450
37666.6667,22483.3333
37666.6667,22583.3333
37666.6667,22666.6667
37666.6667,22750
37666.6667,22766.6667
37666.6667,22783.3333
37666.6667,22816.6667
37666.6667,22850
37666.6667,23133.3333
37666.6667,23983.3333
37666.6667,24016.6667
37666.6667,24033.3333
37666.6667,24050
37666.6667,24316.6667
37666.6667,24333.3333
37666.6667,24350
37672.7778,26831.9444
37675.5556,26769.1667
37678.6111,26801.3889
37679.7222,26861.1111
37683.3333,21316.6667
37683.3333,21333.3333
37683.3333,21366.6667
37683.3333,21383.3333
37683.3333,21450
37683.3333,21483.3333
37683.3333,21500
37683.3333,21516.6667
37683.3333,21550
37683.3333,21583.3333
37683.3333,21616.6667
37683.3333,21650
37683.3333,21683.3333
37683.3333,21783.3333
37683.3333,21833.3333
37683.3333,21866.6667
37683.3333,21916.6667
37683.3333,21966.6667
37683.3333,22033.3333
37683.3333,22133.3333
37683.3333,22183.3333
37683.3333,22300
37683.3333,22516.6667
37683.3333,22616.6667
37683.3333,22716.6667
37683.3333,22750
37683.3333,22816.6667
37683.3333,22833.3333
37683.3333,22966.6667
37683.3333,23150
37683.3333,23350
37683.3333,23450
37683.3333,23483.3333
37684.7222,26759.1667
37686.6667,26918.8889
37691.9444,26948.3333
37692.5,26774.1667
37692.7778,26588.0556
37698.3333,26618.6111
37699.4444,26746.1111
37700,21333.3333
37700,21416.6667
37700,21466.6667
37700,21516.6667
37700,21566.6667
37700,21783.3333
37700,21916.6667
37700,21950
37700,21966.6667
37700,22050
37700,22133.3333
37700,22433.3333
37700,22483.3333
37700,22550
37700,22750
37700,23066.6667
37700,23366.6667
37700,23500
37700,23516.6667
37700,24116.6667
37703.6111,26905.5556
37704.7222,26839.4444
37706.6667,26771.3889
37707.7778,26669.1667
37708.6111,27018.0556
37709.7222,26749.7222
37709.7222,27046.9444
37710.2778,26685.8333
37710.8333,26700
37711.6667,26804.1667
37713.6111,26975.5556
37714.1667,27059.1667
37716.1111,26782.2222
37716.6667,20783.3333
37716.6667,20833.3333
37716.6667,20983.3333
37716.6667,21333.3333
37716.6667,21350
37716.6667,21416.6667
37716.6667,21433.3333
37716.6667,21483.3333
37716.6667,21566.6667
37716.6667,21583.3333
37716.6667,21616.6667
37716.6667,21650
37716.6667,21716.6667
37716.6667,21833.3333
37716.6667,21950
37716.6667,21983.3333
37716.6667,22100
37716.6667,22150
37716.6667,22250
37716.6667,22316.6667
37716.6667,22350
37716.6667,22600
37716.6667,22650
37716.6667,22750
37716.6667,22833.3333
37716.6667,22883.3333
37716.6667,23350
37716.6667,23450
37716.6667,23466.6667
37716.6667,23483.3333
37716.6667,23500
37716.6667,23516.6667
37716.6667,23950
37716.6667,24050
37716.6667,24116.6667
37718.0556,26861.9444
37719.1667,27000.2778
37726.3889,26690
37727.2222,26822.2222
37728.6111,26908.3333
37730.8333,26829.4444
37733.3333,20816.6667
37733.3333,20833.3333
37733.3333,20916.6667
37733.3333,21350
37733.3333,21366.6667
37733.3333,21383.3333
37733.3333,21400
37733.3333,21416.6667
37733.3333,21466.6667
37733.3333,21500
37733.3333,21516.6667
37733.3333,21533.3333
37733.3333,21550
37733.3333,21666.6667
37733.3333,21700
37733.3333,21783.3333
37733.3333,21933.3333
37733.3333,21950
37733.3333,21983.3333
37733.3333,22016.6667
37733.3333,22200
37733.3333,22283.3333
37733.3333,22300
37733.3333,22500
37733.3333,22516.6667
37733.3333,22533.3333
37733.3333,22683.3333
37733.3333,22716.6667
37733.3333,23466.6667
37733.3333,23483.3333
37733.3333,23516.6667
37733.3333,23950
37733.3333,24000
37733.3333,24016.6667
37733.3333,24050
37733.3333,26583.3333
37735.2778,26945
37738.0556,27000.5556
37738.3333,26745.2778
37741.3889,26715.5556
37747.2222,26728.6111
37750,20783.3333
37750,20816.6667
37750,20950
37750,21316.6667
37750,21333.3333
37750,21366.6667
37750,21433.3333
37750,21450
37750,21466.6667
37750,21516.6667
37750,21550
37750,21683.3333
37750,21883.3333
37750,21900
37750,22000
37750,22016.6667
37750,22050
37750,22083.3333
37750,22100
37750,22183.3333
37750,22416.6667
37750,22483.3333
37750,22833.3333
37750,22883.3333
37750,23000
37750,23433.3333
37750,23450
37750,23483.3333
37750,23516.6667
37750,23533.3333
37750,24916.6667
37750,24933.3333
37750,24950
37750,26983.3333
37750.2778,26716.1111
37751.1111,27005.5556
37751.6667,26592.2222
37754.4444,26677.2222
37755.2778,26738.3333
37755.8333,26715.8333
37757.2222,26607.2222
37757.2222,26976.9444
37758.0556,27024.4444
37758.8889,26946.3889
37759.1667,26660
37761.3889,27009.7222
37766.6667,20800
37766.6667,20816.6667
37766.6667,20866.6667
37766.6667,20916.6667
37766.6667,21333.3333
37766.6667,21500
37766.6667,21616.6667
37766.6667,21666.6667
37766.6667,21833.3333
37766.6667,21866.6667
37766.6667,22016.6667
37766.6667,22083.3333
37766.6667,22116.6667
37766.6667,22150
37766.6667,22183.3333
37766.6667,22216.6667
37766.6667,22250
37766.6667,22383.3333
37766.6667,22483.3333
37766.6667,22566.6667
37766.6667,22966.6667
37766.6667,23133.3333
37766.6667,23433.3333
37766.6667,23483.3333
37766.6667,23516.6667
37766.6667,23533.3333
37766.6667,23966.6667
37766.6667,24033.3333
37766.6667,24916.6667
37766.6667,24933.3333
37766.6667,24950
37767.7778,26966.9444
37769.7222,26919.7222
37772.2222,26658.8889
37773.3333,26685.8333
37776.3889,26893.8889
37778.0556,26673.3333
37779.1667,26993.3333
37779.4444,26751.6667
37783.3333,20683.3333
37783.3333,20716.6667
37783.3333,20783.3333
37783.3333,20800
37783.3333,20833.3333
37783.3333,20850
37783.3333,20866.6667
37783.3333,20900
37783.3333,21300
37783.3333,21316.6667
37783.3333,21400
37783.3333,21466.6667
37783.3333,21566.6667
37783.3333,21633.3333
37783.3333,21683.3333
37783.3333,21716.6667
37783.3333,21866.6667
37783.3333,21933.3333
37783.3333,22033.3333
37783.3333,22066.6667
37783.3333,22116.6667
37783.3333,22150
37783.3333,22283.3333
37783.3333,22316.6667
37783.3333,22433.3333
37783.3333,22866.6667
37783.3333,23900
37783.3333,23916.6667
37783.3333,23950
37783.3333,24066.6667
37783.3333,24083.3333
37783.3333,24883.3333
37783.3333,24933.3333
37783.3333,24950
37783.3333,26850
37784.4444,26828.6111
37789.4444,26666.3889
37790.2778,26683.8889
37790.2778,26704.4444
37792.2222,26828.8889
37792.5,26696.6667
37796.1111,26812.5
37797.5,26859.1667
37798.3333,26738.3333
37798.6111,26706.1111
37799.1667,26750.8333
37800,20683.3333
37800,20733.3333
37800,20766.6667
37800,20783.3333
37800,20800
37800,20833.3333
37800,20850
37800,20866.6667
37800,21300
37800,21350
37800,21383.3333
37800,21433.3333
37800,21466.6667
37800,21533.3333
37800,21566.6667
37800,21583.3333
37800,21616.6667
37800,21633.3333
37800,21716.6667
37800,21750
37800,21816.6667
37800,21900
37800,21950
37800,22000
37800,22016.6667
37800,22200
37800,22250
37800,22283.3333
37800,22583.3333
37800,22716.6667
37800,22800
37800,23050
37800,23883.3333
37800,23983.3333
37800,24050
37800,24866.6667
37800,24900
37800,24916.6667
37800,24933.3333
37800,24950
37801.1111,26803.3333
37801.3889,26745.5556
37802.2222,26841.3889
37802.7778,26812.2222
37805.8333,26815.2778
37806.6667,26732.2222
37808.3333,26794.7222
37808.6111,26738.8889
37816.6667,20683.3333
37816.6667,20766.6667
37816.6667,20800
37816.6667,20833.3333
37816.6667,20850
37816.6667,21266.6667
37816.6667,21283.3333
37816.6667,21350
37816.6667,21383.3333
37816.6667,21416.6667
37816.6667,21583.3333
37816.6667,21616.6667
37816.6667,21700
37816.6667,21850
37816.6667,21866.6667
37816.6667,22000
37816.6667,22133.3333
37816.6667,22150
37816.6667,22166.6667
37816.6667,22333.3333
37816.6667,22516.6667
37816.6667,22533.3333
37816.6667,22666.6667
37816.6667,22700
37816.6667,22750
37816.6667,22866.6667
37816.6667,22933.3333
37816.6667,23000
37816.6667,23783.3333
37816.6667,23800
37816.6667,24050
37816.6667,24833.3333
37816.6667,24883.3333
37816.6667,24900
37816.6667,24916.6667
37816.6667,24933.3333
37816.6667,24950
37833.3333,20750
37833.3333,20766.6667
37833.3333,21300
37833.3333,21383.3333
37833.3333,21433.3333
37833.3333,21450
37833.3333,21533.3333
37833.3333,21566.6667
37833.3333,21583.3333
37833.3333,21600
37833.3333,21700
37833.3333,21766.6667
37833.3333,21833.3333
37833.3333,21850
37833.3333,21933.3333
37833.3333,21983.3333
37833.3333,22000
37833.3333,22100
37833.3333,22116.6667
37833.3333,22166.6667
37833.3333,22316.6667
37833.3333,22383.3333
37833.3333,22566.6667
37833.3333,22583.3333
37833.3333,23016.6667
37833.3333,23033.3333
37833.3333,23800
37833.3333,23866.6667
37833.3333,23916.6667
37833.3333,23966.6667
37833.3333,24816.6667
37833.3333,24900
37833.3333,24916.6667
37833.3333,24933.3333
37850,20650
37850,20700
37850,20783.3333
37850,21116.6667
37850,21150
37850,21216.6667
37850,21250
37850,21316.6667
37850,21366.6667
37850,21383.3333
37850,21433.3333
37850,21450
37850,21500
37850,21516.6667
37850,21566.6667
37850,21616.6667
37850,21766.6667
37850,21800
37850,21983.3333
37850,22016.6667
37850,22066.6667
37850,22083.3333
37850,22116.6667
37850,22150
37850,22166.6667
37850,22216.6667
37850,22316.6667
37850,22416.6667
37850,22600
37850,22666.6667
37850,22800
37850,22883.3333
37850,22916.6667
37850,22983.3333
37850,23000
37850,23766.6667
37850,24783.3333
37850,24916.6667
37850,24933.3333
37866.6667,20650
37866.6667,20666.6667
37866.6667,21116.6667
37866.6667,21150
37866.6667,21183.3333
37866.6667,21200
37866.6667,21266.6667
37866.6667,21300
37866.6667,21350
37866.6667,21433.3333
37866.6667,21450
37866.6667,21483.3333
37866.6667,21500
37866.6667,21616.6667
37866.6667,21650
37866.6667,21750
37866.6667,21850
37866.6667,21900
37866.6667,21950
37866.6667,22016.6667
37866.6667,22033.3333
37866.6667,22066.6667
37866.6667,22116.6667
37866.6667,22166.6667
37866.6667,22383.3333
37866.6667,22416.6667
37866.6667,22450
37866.6667,22466.6667
37866.6667,22533.3333
37866.6667,22783.3333
37866.6667,22900
37866.6667,23000
37866.6667,23750
37866.6667,23933.3333
37866.6667,24816.6667
37866.6667,24833.3333
37866.6667,24850
37866.6667,24866.6667
37866.6667,24883.3333
37883.3333,20700
37883.3333,21133.3333
37883.3333,21200
37883.3333,21233.3333
37883.3333,21250
37883.3333,21283.3333
37883.3333,21316.6667
37883.3333,21366.6667
37883.3333,21383.3333
37883.3333,21416.6667
37883.3333,21433.3333
37883.3333,21450
37883.3333,21500
37883.3333,21550
37883.3333,21583.3333
37883.3333,21683.3333
37883.3333,21900
37883.3333,21916.6667
37883.3333,21983.3333
37883.3333,22016.6667
37883.3333,22050
37883.3333,22150
37883.3333,22333.3333
37883.3333,22466.6667
37883.3333,22483.3333
37883.3333,22566.6667
37883.3333,22633.3333
37883.3333,22733.3333
37883.3333,22833.3333
37883.3333,22883.3333
37883.3333,22950
37883.3333,23416.6667
37883.3333,23433.3333
37883.3333,23733.3333
37883.3333,23750
37883.3333,23933.3333
37883.3333,24016.6667
37883.3333,24733.3333
37900,21233.3333
37900,21266.6667
37900,21350
37900,21383.3333
37900,21400
37900,21450
37900,21466.6667
37900,21500
37900,21533.3333
37900,21550
37900,21600
37900,21650
37900,21766.6667
37900,21833.3333
37900,21916.6667
37900,22000
37900,22033.3333
37900,22050
37900,22083.3333
37900,22116.6667
37900,22133.3333
37900,22150
37900,22333.3333
37900,22466.6667
37900,22600
37900,22650
37900,22733.3333
37900,22933.3333
37900,23416.6667
37900,23483.3333
37900,23733.3333
37900,23750
37900,23883.3333
37900,24733.3333
37900,24750
37900,24766.6667
37900,24783.3333
37900,24833.3333
37900,24916.6667
37916.6667,20700
37916.6667,21183.3333
37916.6667,21200
37916.6667,21233.3333
37916.6667,21250
37916.6667,21283.3333
37916.6667,21333.3333
37916.6667,21400
37916.6667,21416.6667
37916.6667,21433.3333
37916.6667,21466.6667
37916.6667,21500
37916.6667,21533.3333
37916.6667,21666.6667
37916.6667,21716.6667
37916.6667,21750
37916.6667,21800
37916.6667,21866.6667
37916.6667,21933.3333
37916.6667,22133.3333
37916.6667,22166.6667
37916.6667,22200
37916.6667,22283.3333
37916.6667,22300
37916.6667,22316.6667
37916.6667,22516.6667
37916.6667,22616.6667
37916.6667,22700
37916.6667,22883.3333
37916.6667,22983.3333
37916.6667,23000
37916.6667,23150
37916.6667,23466.6667
37916.6667,23500
37916.6667,23716.6667
37916.6667,23733.3333
37916.6667,23966.6667
37933.3333,21150
37933.3333,21266.6667
37933.3333,21316.6667
37933.3333,21333.3333
37933.3333,21350
37933.3333,21400
37933.3333,21466.6667
37933.3333,21566.6667
37933.3333,21616.6667
37933.3333,21633.3333
37933.3333,21650
37933.3333,21750
37933.3333,21850
37933.3333,21916.6667
37933.3333,21966.6667
37933.3333,22000
37933.3333,22033.3333
37933.3333,22050
37933.3333,22083.3333
37933.3333,22100
37933.3333,22166.6667
37933.3333,22183.3333
37933.3333,22200
37933.3333,22333.3333
37933.3333,22633.3333
37933.3333,22716.6667
37933.3333,22800
37933.3333,22833.3333
37933.3333,22850
37933.3333,22933.3333
37933.3333,23033.3333
37933.3333,23533.3333
37933.3333,23700
37933.3333,23733.3333
37933.3333,24716.6667
37933.3333,24766.6667
37933.3333,24800
37950,21316.6667
37950,21350
37950,21366.6667
37950,21383.3333
37950,21400
37950,21416.6667
37950,21450
37950,21483.3333
37950,21500
37950,21533.3333
37950,21550
37950,21700
37950,21716.6667
37950,21766.6667
37950,21850
37950,21933.3333
37950,22016.6667
37950,22133.3333
37950,22316.6667
37950,22350
37950,22566.6667
37950,22650
37950,22750
37950,22783.3333
37950,22800
37950,22833.3333
37950,22966.6667
37950,23533.3333
37950,23633.3333
37950,23666.6667
37950,23700
37950,23716.6667
37950,23766.6667
37950,23850
37950,24750
37950,24800
37966.6667,21250
37966.6667,21266.6667
37966.6667,21283.3333
37966.6667,21300
37966.6667,21333.3333
37966.6667,21350
37966.6667,21400
37966.6667,21516.6667
37966.6667,21550
37966.6667,21633.3333
37966.6667,21666.6667
37966.6667,21700
37966.6667,22050
37966.6667,22083.3333
37966.6667,22116.6667
37966.6667,22566.6667
37966.6667,22633.3333
37966.6667,22766.6667
37966.6667,22783.3333
37966.6667,22816.6667
37966.6667,23200
37966.6667,23366.6667
37966.6667,23450
37966.6667,23483.3333
37966.6667,23516.6667
37966.6667,23566.6667
37966.6667,23633.3333
37966.6667,23650
37966.6667,23683.3333
37966.6667,23750
37966.6667,23800
37966.6667,23916.6667
37966.6667,24000
37966.6667,24483.3333
37966.6667,24733.3333
37966.6667,24750
37966.6667,24766.6667
37983.3333,21266.6667
37983.3333,21316.6667
37983.3333,21350
37983.3333,21400
37983.3333,21416.6667
37983.3333,21450
37983.3333,21466.6667
37983.3333,21583.3333
37983.3333,21666.6667
37983.3333,21733.3333
37983.3333,21766.6667
37983.3333,21800
37983.3333,22000
37983.3333,22066.6667
37983.3333,22133.3333
37983.3333,22266.6667
37983.3333,22350
37983.3333,22466.6667
37983.3333,22483.3333
37983.3333,22516.6667
37983.3333,22566.6667
37983.3333,22650
37983.3333,22733.3333
37983.3333,22783.3333
37983.3333,22966.6667
37983.3333,23350
37983.3333,23533.3333
37983.3333,23666.6667
37983.3333,23683.3333
37983.3333,23733.3333
37983.3333,23766.6667
37983.3333,23816.6667
37983.3333,23866.6667
37983.3333,23883.3333
37983.3333,23900
37983.3333,24016.6667
38000,21316.6667
38000,21350
38000,21366.6667
38000,21383.3333
38000,21516.6667
38000,21666.6667
38000,21716.6667
38000,21766.6667
38000,21916.6667
38000,22000
38000,22133.3333
38000,22266.6667
38000,22366.6667
38000,22466.6667
38000,22483.3333
38000,22533.3333
38000,22566.6667
38000,22650
38000,22733.3333
38000,22750
38000,23350
38000,23433.3333
38000,23583.3333
38000,23666.6667
38000,23683.3333
38000,23700
38000,23733.3333
38000,23800
38000,23883.3333
38000,23916.6667
38000,23950
38016.6667,21366.6667
38016.6667,21383.3333
38016.6667,21400
38016.6667,21416.6667
38016.6667,21433.3333
38016.6667,21466.6667
38016.6667,21550
38016.6667,21566.6667
38016.6667,21600
38016.6667,21633.3333
38016.6667,21700
38016.6667,21733.3333
38016.6667,21766.6667
38016.6667,21900
38016.6667,21966.6667
38016.6667,21983.3333
38016.6667,22233.3333
38016.6667,22250
38016.6667,22266.6667
38016.6667,22416.6667
38016.6667,22483.3333
38016.6667,22500
38016.6667,22616.6667
38016.6667,22650
38016.6667,22683.3333
38016.6667,22716.6667
38016.6667,22733.3333
38016.6667,22750
38016.6667,22983.3333
38016.6667,23666.6667
38016.6667,23700
38016.6667,23733.3333
38016.6667,23750
38016.6667,23766.6667
38016.6667,23833.3333
38016.6667,24000
38016.6667,24266.6667
38016.6667,24283.3333
38016.6667,24333.3333
38016.6667,24416.6667
38016.6667,24450
38016.6667,24466.6667
38016.6667,24516.6667
38016.6667,24533.3333
38016.6667,24550
38016.6667,24566.6667
38033.3333,21366.6667
38033.3333,21466.6667
38033.3333,21500
38033.3333,21550
38033.3333,21633.3333
38033.3333,21700
38033.3333,21716.6667
38033.3333,21733.3333
38033.3333,21750
38033.3333,21800
38033.3333,21866.6667
38033.3333,21883.3333
38033.3333,21900
38033.3333,21933.3333
38033.3333,21966.6667
38033.3333,22000
38033.3333,22116.6667
38033.3333,22250
38033.3333,22266.6667
38033.3333,22333.3333
38033.3333,22366.6667
38033.3333,22483.3333
38033.3333,22533.3333
38033.3333,22566.6667
38033.3333,22583.3333
38033.3333,22600
38033.3333,22666.6667
38033.3333,22716.6667
38033.3333,22733.3333
38033.3333,22950
38033.3333,23166.6667
38033.3333,23500
38033.3333,23533.3333
38033.3333,23700
38033.3333,23733.3333
38033.3333,23750
38033.3333,23766.6667
38033.3333,23783.3333
38033.3333,23800
38033.3333,23916.6667
38033.3333,24316.6667
38033.3333,24400
38033.3333,24416.6667
38033.3333,24433.3333
38033.3333,24500
38033.3333,24533.3333
38050,21316.6667
38050,21350
38050,21366.6667
38050,21383.3333
38050,21450
38050,21483.3333
38050,21550
38050,21583.3333
38050,21666.6667
38050,21700
38050,21750
38050,21766.6667
38050,21783.3333
38050,21816.6667
38050,21850
38050,21866.6667
38050,21916.6667
38050,21933.3333
38050,21983.3333
38050,22016.6667
38050,22066.6667
38050,22316.6667
38050,22350
38050,22450
38050,22500
38050,22533.3333
38050,22550
38050,22583.3333
38050,22600
38050,22616.6667
38050,22650
38050,22683.3333
38050,22933.3333
38050,22966.6667
38050,23016.6667
38050,23683.3333
38050,23766.6667
38050,23800
38050,23833.3333
38050,23866.6667
38050,24316.6667
38050,24366.6667
38050,24383.3333
38050,24416.6667
38050,24533.3333
38050,24550
38066.6667,20733.3333
38066.6667,20750
38066.6667,20783.3333
38066.6667,21350
38066.6667,21400
38066.6667,21433.3333
38066.6667,21500
38066.6667,21516.6667
38066.6667,21550
38066.6667,21600
38066.6667,21616.6667
38066.6667,21650
38066.6667,21666.6667
38066.6667,21683.3333
38066.6667,21716.6667
38066.6667,21733.3333
38066.6667,21750
38066.6667,21766.6667
38066.6667,21800
38066.6667,21850
38066.6667,21900
38066.6667,21933.3333
38066.6667,21950
38066.6667,22033.3333
38066.6667,22233.3333
38066.6667,22316.6667
38066.6667,22333.3333
38066.6667,22350
38066.6667,22400
38066.6667,22450
38066.6667,22500
38066.6667,22516.6667
38066.6667,22633.3333
38066.6667,22650
38066.6667,22666.6667
38066.6667,23500
38066.6667,23583.3333
38066.6667,23700
38066.6667,23766.6667
38066.6667,23783.3333
38066.6667,23816.6667
38066.6667,24000
38066.6667,24316.6667
38066.6667,24333.3333
38066.6667,24350
38066.6667,24433.3333
38066.6667,24533.3333
38083.3333,20716.6667
38083.3333,20733.3333
38083.3333,20750
38083.3333,20783.3333
38083.3333,21383.3333
38083.3333,21466.6667
38083.3333,21483.3333
38083.3333,21500
38083.3333,21533.3333
38083.3333,21566.6667
38083.3333,21583.3333
38083.3333,21616.6667
38083.3333,21633.3333
38083.3333,21666.6667
38083.3333,21733.3333
38083.3333,21766.6667
38083.3333,21833.3333
38083.3333,21900
38083.3333,21916.6667
38083.3333,22033.3333
38083.3333,22100
38083.3333,22133.3333
38083.3333,22166.6667
38083.3333,22216.6667
38083.3333,22333.3333
38083.3333,22350
38083.3333,22416.6667
38083.3333,22433.3333
38083.3333,22483.3333
38083.3333,22533.3333
38083.3333,22583.3333
38083.3333,22600
38083.3333,22616.6667
38083.3333,22633.3333
38083.3333,23183.3333
38083.3333,23216.6667
38083.3333,23516.6667
38083.3333,23700
38083.3333,23733.3333
38083.3333,23983.3333
38083.3333,24283.3333
38083.3333,24316.6667
38083.3333,24333.3333
38083.3333,24366.6667
38083.3333,24383.3333
38083.3333,24533.3333
38083.3333,24566.6667
38100,20716.6667
38100,20750
38100,20766.6667
38100,20783.3333
38100,21416.6667
38100,21450
38100,21466.6667
38100,21483.3333
38100,21516.6667
38100,21533.3333
38100,21550
38100,21600
38100,21616.6667
38100,21633.3333
38100,21666.6667
38100,21700
38100,21716.6667
38100,21733.3333
38100,21816.6667
38100,21833.3333
38100,21916.6667
38100,22033.3333
38100,22100
38100,22133.3333
38100,22166.6667
38100,22233.3333
38100,22283.3333
38100,22316.6667
38100,22333.3333
38100,22350
38100,22366.6667
38100,22450
38100,22483.3333
38100,22533.3333
38100,22566.6667
38100,22583.3333
38100,23666.6667
38100,23816.6667
38100,23883.3333
38100,24250
38100,24333.3333
38100,24400
38100,24433.3333
38100,24483.3333
38100,24566.6667
38116.6667,20516.6667
38116.6667,20533.3333
38116.6667,20550
38116.6667,20566.6667
38116.6667,20583.3333
38116.6667,20633.3333
38116.6667,20650
38116.6667,20750
38116.6667,20766.6667
38116.6667,20783.3333
38116.6667,21466.6667
38116.6667,21483.3333
38116.6667,21500
38116.6667,21516.6667
38116.6667,21566.6667
38116.6667,21583.3333
38116.6667,21600
38116.6667,21633.3333
38116.6667,21650
38116.6667,21666.6667
38116.6667,21716.6667
38116.6667,21783.3333
38116.6667,21900
